Quadrat_ID,Mining_type,Spatial_Zone,Season,B02_median,B02_std,B03_median,B03_std,B04_median,B04_std,B05_median,B05_std,B06_median,B06_std,B07_median,B07_std,B08_median,B08_std,B8A_median,B8A_std,B11_median,B11_std,B12_median,B12_std
UG-Q1,Underground,Zone_A_10m,Summer,0.0713,0.004101219330881975,0.08855,0.0010606601717798223,0.11399999999999999,0.01074802307403553,0.19085,0.011808683245815339,0.22465,0.011384419177103419,0.24305,0.011242997820866114,0.2194,0.006788225099390854,0.27475,0.009970205614730322,0.35805,0.0060104076400856795,0.28705,0.014071424945612258
UG-Q1,Underground,Zone_A_10m,Winter,0.0468,0.01131370849898476,0.0717,0.015414927829866738,0.0667,0.011172287142747449,0.14385,0.010677312395916868,0.21239999999999998,0.021496046148071043,0.24275,0.02241528496361356,0.24815,0.02510229073212246,0.2742,0.020506096654409896,0.2752,0.0029698484809834867,0.1873,0.006505382386916227
UG-Q1,Underground,Zone_B_50m,Monsoon,0.07855000000000001,0.019304015126392755,0.11125000000000002,0.031749094475276,0.12135,0.06399316369738255,0.1829,0.058124177413534206,0.2697,0.010748023074035516,0.30479999999999996,0.03181980515339465,0.28864999999999996,0.02397091988222397,0.3371,0.023617366491630678,0.32475,0.07954951288348656,0.24159999999999998,0.09885352800987934
UG-Q1,Underground,Zone_B_50m,Summer,0.0864,0.003818376618407353,0.11649999999999999,0.008061017305526653,0.1464,0.012586500705120534,0.19669999999999999,0.01442497833620558,0.22885,0.01308147545195114,0.24664999999999998,0.01265721138323921,0.2417,0.013859292911256337,0.2778,0.012162236636408611,0.36085,0.004313351365237936,0.29159999999999997,0.013152186130069807
UG-Q1,Underground,Zone_B_50m,Winter,0.0629,0.007778174593052022,0.0839,0.009050966799187812,0.09609999999999999,0.0036769552621700396,0.14375,0.007283199846221432,0.20595,0.01930401512639274,0.23349999999999999,0.021637467504308335,0.23285,0.02595081886954629,0.2637,0.02192031021678296,0.27495,0.004030508652763329,0.1921,0.004242640687119289
UG-Q1,Underground,Zone_C_50m,Monsoon,0.08135,0.022273863607376248,0.11655,0.03514320702497141,0.13419999999999999,0.07184204896855322,0.18455,0.059891944366500575,0.2683,0.0060811183182043265,0.3014,0.024748737341529183,0.29505000000000003,0.020152543263816602,0.333,0.018526197667087546,0.32585,0.07841814203358811,0.24605,0.0976514464818622
UG-Q1,Underground,Zone_C_50m,Summer,0.0883,0.003959797974644662,0.12295,0.00898025612106915,0.16065000000000002,0.015627059864222678,0.19965,0.016334166645409254,0.22995,0.015202795795510775,0.24835,0.014778531726798825,0.25065,0.011242997820866114,0.2777,0.013435028842544414,0.3621,0.004808326112068524,0.2957,0.012869343417595162
UG-Q1,Underground,Zone_C_50m,Winter,0.06465,0.008838834764831846,0.08775,0.009687362902255699,0.10565,0.003889087296526,0.14445000000000002,0.006293250352560276,0.20185,0.018314065632731566,0.2267,0.021637467504308356,0.23465,0.026940768363207437,0.2563,0.02333452377915603,0.27705,0.004171930009000642,0.19695000000000001,0.00445477272147524
UG-Q1,Underground,Zone_D_100m,Monsoon,0.0761,0.0223445742854949,0.11155,0.0365574205873445,0.1264,0.07523616151824866,0.1802,0.059679812332144595,0.27175,0.011384419177103419,0.30745,0.03189051583151332,0.30655,0.027930717856868615,0.3386,0.025738686835190323,0.31784999999999997,0.08167083322704621,0.2348,0.10295474734076131
UG-Q1,Underground,Zone_D_100m,Summer,0.08345,0.0033234018715767753,0.11755,0.008697413408594538,0.1535,0.014142135623730963,0.1941,0.01555634918610405,0.22715000000000002,0.015485638507985382,0.24535,0.014919953083036157,0.2494,0.014283556979968257,0.27425,0.013364318164425768,0.35445,0.006434671708797581,0.2875,0.01400071426749365
UG-Q1,Underground,Zone_D_100m,Winter,0.060700000000000004,0.008202438661763959,0.08349999999999999,0.008626702730475876,0.09939999999999999,0.0024041630560342566,0.1432,0.0052325901807804345,0.20615,0.017889801564019644,0.23215,0.02199102089490164,0.2436,0.02602152954766495,0.2607,0.02291025971044413,0.2743,0.0018384776310849977,0.19119999999999998,0.0065053823869162565
