Item_ID,Acquisition_UTC,Acquisition_IST,Date_YYYY_MM_DD,Tile_MGRS,Platform,Season_IMD_Climatology,Season_Code,Scene_Cloud_Cover_Pct,Processing_Level,STAC_Collection,Asset_URL_B04,Asset_URL_B08,Asset_URL_SCL,Archive_Status,Preliminary_Run_Included
S2A_44QPK_20241031_0_L2A,2024-10-31T05:12:41.508000Z,2024-10-31 10:42:41,2024-10-31,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,12.06,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/10/S2A_44QPK_20241031_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/10/S2A_44QPK_20241031_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/10/S2A_44QPK_20241031_0_L2A/SCL.tif,Retained - Moderately Clear Candidate,False
S2B_44QPK_20241105_0_L2A,2024-11-05T05:12:37.001000Z,2024-11-05 10:42:37,2024-11-05,44QPK,sentinel-2b,Winter / Post-monsoon,Winter,0.57,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241105_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241105_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241105_0_L2A/SCL.tif,Retained - Clear Candidate,False
S2A_44QPK_20241110_0_L2A,2024-11-10T05:12:39.122000Z,2024-11-10 10:42:39,2024-11-10,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,6.11,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241110_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241110_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241110_0_L2A/SCL.tif,Retained - Clear Candidate,False
S2B_44QPK_20241115_0_L2A,2024-11-15T05:12:37.608000Z,2024-11-15 10:42:37,2024-11-15,44QPK,sentinel-2b,Winter / Post-monsoon,Winter,1.28,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241115_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241115_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241115_0_L2A/SCL.tif,Retained - Clear Candidate,False
S2A_44QPK_20241120_0_L2A,2024-11-20T05:12:40.676000Z,2024-11-20 10:42:40,2024-11-20,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,0.0,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241120_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241120_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241120_0_L2A/SCL.tif,Selected - Primary Benchmark Run,True
S2B_44QPK_20241125_0_L2A,2024-11-25T05:12:38.609000Z,2024-11-25 10:42:38,2024-11-25,44QPK,sentinel-2b,Winter / Post-monsoon,Winter,82.87,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241125_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241125_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2B_44QPK_20241125_0_L2A/SCL.tif,Excluded - Cloud Cover >30%,False
S2A_44QPK_20241130_0_L2A,2024-11-30T05:12:40.452000Z,2024-11-30 10:42:40,2024-11-30,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,96.63,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241130_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241130_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/11/S2A_44QPK_20241130_0_L2A/SCL.tif,Excluded - Cloud Cover >30%,False
S2A_44QPK_20241210_0_L2A,2024-12-10T05:12:42.336000Z,2024-12-10 10:42:42,2024-12-10,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,0.14,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241210_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241210_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241210_0_L2A/SCL.tif,Retained - Clear Candidate,False
S2C_44QPK_20241210_1_L2A,2024-12-10T05:13:09.681000Z,2024-12-10 10:43:09,2024-12-10,44QPK,sentinel-2c,Winter / Post-monsoon,Winter,0.14,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2C_44QPK_20241210_1_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2C_44QPK_20241210_1_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2C_44QPK_20241210_1_L2A/SCL.tif,Retained - Clear Candidate,False
S2B_44QPK_20241215_0_L2A,2024-12-15T05:12:42.488000Z,2024-12-15 10:42:42,2024-12-15,44QPK,sentinel-2b,Winter / Post-monsoon,Winter,1.64,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2B_44QPK_20241215_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2B_44QPK_20241215_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2B_44QPK_20241215_0_L2A/SCL.tif,Retained - Clear Candidate,False
S2A_44QPK_20241220_0_L2A,2024-12-20T05:12:40.681000Z,2024-12-20 10:42:40,2024-12-20,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,84.54,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241220_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241220_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241220_0_L2A/SCL.tif,Excluded - Cloud Cover >30%,False
S2B_44QPK_20241225_0_L2A,2024-12-25T05:12:42.958000Z,2024-12-25 10:42:42,2024-12-25,44QPK,sentinel-2b,Winter / Post-monsoon,Winter,10.95,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2B_44QPK_20241225_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2B_44QPK_20241225_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2B_44QPK_20241225_0_L2A/SCL.tif,Retained - Moderately Clear Candidate,False
S2A_44QPK_20241230_0_L2A,2024-12-30T05:12:42.094000Z,2024-12-30 10:42:42,2024-12-30,44QPK,sentinel-2a,Winter / Post-monsoon,Winter,0.49,Level-2A (Surface Reflectance BOA),sentinel-2-l2a,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241230_0_L2A/B04.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241230_0_L2A/B08.tif,https://sentinel-cogs.s3.us-west-2.amazonaws.com/sentinel-s2-l2a-cogs/44/Q/PK/2024/12/S2A_44QPK_20241230_0_L2A/SCL.tif,Selected - Primary Benchmark Run,True
