Date,Season,Scene_ID,Quadrat_ID,Mining_type,Spatial_Zone,Pixel_Count,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,EVI,NDRE,NDWI,NDWI_Moisture,RedEdge_Slope,SWIR_Ratio
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,UG-Q5,Underground,Zone_C_50m,81,0.0392,0.0603,0.0521,0.0998,0.1915,0.2186,0.2248,0.2401,0.1728,0.1007,0.6201,0.3469,0.3801,-0.572,0.1623,0.3721,1.7667
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,UG-Q5,Underground,Zone_D_100m,317,0.0352,0.0586,0.047,0.1022,0.1987,0.2266,0.2352,0.2504,0.1704,0.0924,0.665,0.3751,0.3919,-0.5981,0.1917,0.3794,1.897
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q1,Opencast,Zone_A_10m,1,0.0278,0.0348,0.029,0.0618,0.1583,0.1871,0.1556,0.2067,0.1192,0.0557,0.6858,0.2823,0.4313,-0.6345,0.2685,0.5033,2.1412
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q1,Opencast,Zone_B_50m,25,0.0296,0.0393,0.0305,0.0617,0.1592,0.1867,0.1934,0.207,0.1216,0.0585,0.7249,0.3518,0.512,-0.6593,0.2592,0.5032,2.0829
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q1,Opencast,Zone_C_50m,81,0.0298,0.0396,0.0315,0.0631,0.1579,0.1849,0.1944,0.2053,0.1249,0.0622,0.7187,0.3504,0.5055,-0.6588,0.2433,0.4901,2.0146
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q1,Opencast,Zone_D_100m,317,0.0313,0.0409,0.034,0.0632,0.1439,0.167,0.173,0.1848,0.125,0.0681,0.6588,0.3017,0.4498,-0.6061,0.1861,0.4449,1.8588
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q2,Opencast,Zone_A_10m,1,0.0579,0.0732,0.0802,0.1017,0.1546,0.1745,0.2132,0.18,0.17,0.1263,0.4533,0.2639,0.3541,-0.4888,0.0286,0.2636,1.3465
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q2,Opencast,Zone_B_50m,25,0.0524,0.0659,0.0646,0.0993,0.151,0.1693,0.1796,0.1801,0.1694,0.1254,0.4691,0.2448,0.281,-0.4585,0.028,0.2579,1.3554
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q2,Opencast,Zone_C_50m,81,0.0525,0.0655,0.066,0.0965,0.1465,0.1637,0.1727,0.1782,0.1695,0.1241,0.4431,0.2248,0.2732,-0.4437,0.0211,0.2546,1.3748
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q2,Opencast,Zone_D_100m,317,0.0529,0.0661,0.0688,0.0988,0.1464,0.1635,0.1683,0.1784,0.1768,0.1285,0.4115,0.2075,0.2489,-0.4254,0.0027,0.2416,1.3782
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q3,Opencast,Zone_A_10m,1,0.0824,0.1064,0.1216,0.1834,0.1883,0.2025,0.2173,0.2209,0.294,0.28,0.2824,0.18,0.0846,-0.3426,-0.142,0.0494,1.0499
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q3,Opencast,Zone_B_50m,25,0.0827,0.1079,0.1309,0.1571,0.1839,0.1963,0.2008,0.2131,0.2681,0.2306,0.2353,0.1301,0.1175,-0.324,-0.1115,0.1151,1.197
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q3,Opencast,Zone_C_50m,81,0.0678,0.0924,0.1122,0.1469,0.1813,0.1954,0.1959,0.2107,0.256,0.1983,0.288,0.1568,0.1429,-0.3696,-0.093,0.1456,1.3271
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q3,Opencast,Zone_D_100m,317,0.0659,0.0924,0.1154,0.151,0.1867,0.2021,0.2046,0.2175,0.2636,0.1915,0.2922,0.1625,0.1525,-0.385,-0.0932,0.1486,1.3971
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q4,Opencast,Zone_A_10m,1,0.0318,0.0484,0.0353,0.0885,0.1797,0.2128,0.2322,0.2301,0.1764,0.0865,0.7361,0.4083,0.4481,-0.655,0.1322,0.4125,2.0381
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q4,Opencast,Zone_B_50m,25,0.0301,0.0469,0.0364,0.0898,0.1748,0.2016,0.2067,0.2263,0.1826,0.0954,0.6985,0.3547,0.3925,-0.6293,0.1078,0.3836,1.9383
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q4,Opencast,Zone_C_50m,81,0.0329,0.0508,0.0434,0.0938,0.1702,0.195,0.2021,0.2204,0.1938,0.1085,0.6421,0.3269,0.3622,-0.5945,0.0655,0.3482,1.844
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q4,Opencast,Zone_D_100m,317,0.0361,0.0549,0.052,0.1001,0.1701,0.193,0.2014,0.2189,0.2077,0.1235,0.5872,0.3023,0.3312,-0.567,0.0279,0.3133,1.7633
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q5,Opencast,Zone_A_10m,1,0.0426,0.062,0.0718,0.1171,0.1653,0.1863,0.1967,0.2091,0.2354,0.1544,0.4652,0.2387,0.2537,-0.5207,-0.059,0.228,1.5247
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q5,Opencast,Zone_B_50m,25,0.045,0.0622,0.0758,0.119,0.1661,0.1852,0.1918,0.2111,0.2381,0.1565,0.4362,0.2217,0.2336,-0.511,-0.0588,0.2182,1.5261
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q5,Opencast,Zone_C_50m,81,0.0457,0.0644,0.0768,0.1203,0.1659,0.1854,0.197,0.2123,0.2391,0.1575,0.4416,0.2288,0.2409,-0.5079,-0.0581,0.2135,1.5263
2024-12-30,Winter,S2A_44QPK_20241230_0_L2A,OC-Q5,Opencast,Zone_D_100m,317,0.0456,0.0644,0.0746,0.1187,0.1671,0.1866,0.1962,0.2125,0.2345,0.1548,0.454,0.2343,0.2454,-0.5065,-0.0454,0.2238,1.5313
